POSTED_BY;UNDER_CONSTRUCTION;RERA;BHK_NO.;BHK_OR_RK;SQUARE_FT;READY_TO_MOVE;RESALE;ADDRESS;LONGITUDE;LATITUDE;TARGET(PRICE_IN_LACS)
Dealer;0;0;2;BHK;10.621.468.929.999.900;1;1;Christian Basti,Guwahati;26.152.148;91.777.178;47.0
Dealer;0;0;2;BHK;10.229.597.640.000.000;1;1;Eon Free Zone,Pune;185.511.925;7.394.993.649.999.990;90.0
Owner;0;0;2;BHK;700.280.112;1;1;Boria Kalan,Raipur;211.833;816.833;7.5
Owner;0;0;2;BHK;13.002.022.539.999.900;1;1;Hazaribagh,Hazaribagh;23.98;85.35;45.0
Owner;0;0;3;BHK;9.997.500.625;1;1;Bhatnagar Colony,Jind;29.305.611;76.323.316;40.0
Dealer;1;1;1;BHK;7.850.568.489;0;1;Pokhran-2,Maharashtra;19.371.617.999.999.900;72.824.114;87.0
Dealer;0;0;3;BHK;1.439.677.512;1;1;Palanpur,Surat;21.17;72.83;50.0
Owner;1;0;2;BHK;13.530.579.109.999.900;0;1;Kasavanhalli,Bangalore;129.077;776.755;75.0
Dealer;0;0;2;BHK;9.976.958.525;1;1;Selaiyur,Chennai;129.206;801.372;43.3
Dealer;1;1;3;BHK;7.449.605.609;0;1;Sector 88 Faridabad,Faridabad;28.431.862;77.351.104;34.0
Owner;0;0;1;BHK;5.226.293.103;1;1;Lalarpura,Jaipur;2.691.667;7.586.667;19.4
Dealer;0;0;3;BHK;1100.0;1;1;Naktala,Kolkata;2.254.111;8.833.778.000.000.000;57.2
Dealer;0;0;2;BHK;9.450.744.940.999.990;1;1;Mira Road East,Lalitpur;192.836;728.675;85.0
Dealer;0;0;3;BHK;135.501.355;1;1;Yemlur,Bangalore;1.296.991;7.759.796;130.0
Dealer;1;0;2;BHK;105.019.305;0;1;GS Road,Guwahati;2.616.667;9.176.666.999.999.990;40.8
Owner;0;0;1;BHK;9.000.423.549.000.000;1;1;Alipore,Kolkata;22.530.279.999.999.900;8.833.417;85.0
Owner;0;0;3;BHK;1.235.839.341;1;1;Maheshtala,Kolkata;22.486.821;88.233.267;36.0
Dealer;0;1;2;BHK;1.295.022.258;1;1;Vibhuti Khand,Lucknow;26.860.559.999.999.900;8.091.583;64.0
Dealer;0;0;4;BHK;26.000.195;1;1;Vile Parle (West),Lalitpur;19.103.831;72.837.361;800.0
Dealer;0;1;2;BHK;6.181.818.182;1;0;Goregaon (West),Maharashtra;19.161.955;72.839.616;170.0
Dealer;0;0;4;BHK;3.331.418.725;1;1;Powai,Mumbai;19.12;72.91;580.0
Owner;0;0;3;BHK;1.835.781.041;1;1;Sikraul,Varanasi;25.357.594;8.298.797.900.000.000;110.0
Owner;0;0;3;BHK;13.002.648.689.999.900;1;1;Narayana Nagar 2nd Block,Bangalore;1.296.991;7.759.796;54.0
Dealer;0;0;3;BHK;1.850.582.591;1;1;Kharar,Chandigarh;30.74;76.65;54.0
Dealer;0;0;2;BHK;9.718.899.522;1;1;Sinhgad Road,Pune;19.164.548;7.352.786.800.000.000;65.0
Dealer;0;0;2;BHK;12.401.352.869.999.900;1;1;Sector-9 Ulwe,Maharashtra;18.973.907.999.999.900;7.302.510.600.000.000;110.0
Owner;0;0;2;BHK;8.500.772.798;1;1;Electronic City,Bangalore;128.458;776.727;22.0
Dealer;0;0;3;BHK;1.570.064.111;1;1;Baner Pashan Link Road,Pune;18.542.235;73.828.136;120.0
Dealer;0;1;3;BHK;14.459.833.800.000.000;1;0;Sarjapur Road,Bangalore;12.86;77.786;7830.0
Dealer;0;0;1;BHK;5.450.581.394.999.990;1;1;Dombivli (East),Lalitpur;192.167;730.833;45.0
Owner;0;0;1;BHK;6.647.864.625;1;1;Gunjan,Vapi;20.390.456;7.291.401;16.5
Dealer;0;0;2;BHK;1.150.117.018;1;1;Adajan,Surat;24.395.822;78.989.627;34.4
Owner;0;0;1;BHK;5.350.194.553;1;1;Chiplun,Ratnagiri;17.524.875;73.520.142;11.0
Dealer;1;0;4;BHK;18.145.833.329.999.900;0;0;B T Road,Kolkata;2.254.111;8.833.778.000.000.000;87.1
Dealer;0;0;3;BHK;1.610.017.889;1;1;Vaibhav Khand,Ghaziabad;289.196;768.972;72.0
Dealer;0;0;4;BHK;4000.0;1;1;Hermit Colony,Bangalore;1.296.991;7.759.796;600.0
Owner;0;0;3;BHK;1.499.000.666;1;1;Thirumudivakkam,Chennai;129.638;800.811;90.0
Owner;0;0;1;BHK;650.136.075;1;1;Rajeshwar nagar phase 6,Dehradun;26.030.202;7.236.837;21.5
Owner;0;0;2;BHK;1.260.151.218;1;1;Dundahera,Ghaziabad;28.630.741.999.999.900;77.446.166;45.0
Dealer;0;0;2;BHK;9.549.795.362;1;1;Rajarhat,Kolkata;2.254.111;8.833.778.000.000.000;35.0
Dealer;0;1;2;BHK;1140.0;1;1;Bileshivale,Bangalore;13.054.202;77.674.002;45.6
Dealer;0;1;1;BHK;7.650.273.224;1;1;Ghodbunder Road,Lalitpur;24.690.279.999.999.900;7.841.889;63.0
Owner;0;1;3;BHK;1.446.015.424;1;1;Sector-70 Noida,Noida;28.596.320.000.000.000;7.738.143.000.000.000;90.0
Dealer;0;0;3;BHK;33.711.652.990.000.000;1;1;Hebbal,Bangalore;13.040.339.999.999.900;77.591.347;300.0
Dealer;1;0;3;BHK;2.637.594.514;0;1;Lalpur,Ranchi;23.368.714;8.534.384;150.0
Owner;0;0;1;BHK;1.520.126.475;1;1;Sector 15, GANDHINAGAR,Gandhinagar;23.234.956;72.636.863;12.5
Dealer;0;0;2;BHK;1.049.790.042;1;1;Badlapur (East),Lalitpur;24.690.279.999.999.900;7.841.889;35.0
Owner;0;1;3;BHK;16.903.313.050.000.000;1;1;Sahibabad,Ghaziabad;286.711;773.683;75.0
Dealer;1;1;1;BHK;4.637.722.018.999.990;0;1;Virar West,Lalitpur;194.559;728.114;32.9
Dealer;0;0;4;BHK;2000.0;1;1;Mount Mary,Lalitpur;24.690.279.999.999.900;7.841.889;1700.0
Owner;0;0;2;BHK;1100.0;1;1;Kereguddadahalli,Bangalore;13.079.235;77.517.166;33.0
Dealer;1;1;3;BHK;17.100.188.100.000.000;0;1;Upper Worli,Lalitpur;190.167;728.167;900.0
Dealer;0;0;2;BHK;1.043.148.412;1;1;Sector 21 Kharghar,Lalitpur;19.049.822;73.067.595;110.0
Dealer;0;1;3;BHK;1500.0;1;1;Sector 86 Faridabad,Faridabad;28.406.388;77.342.588;54.0
Dealer;0;0;1;BHK;6.786.941.581;1;1;Badlapur (West),Mumbai;1.896.667;7.283.333;23.7
Owner;0;1;1;BHK;5.479.452.054.999.990;1;1;Jainpur,Meerut;28.939.024;77.689.176;13.2
Dealer;0;1;4;BHK;380.002.375;1;1;Juhu,Maharashtra;191.026;728.243;1600.0
Dealer;0;1;3;BHK;2.729.608.221;1;0;Sector-112 Gurgaon,Gurgaon;28.525.771.999.999.900;77.013.644;170.0
Dealer;0;0;3;BHK;1.225.899.922;1;1;Kempapura, Bellandur,Bangalore;129.255;776.765;110.0
Dealer;1;1;1;BHK;5.748.594.787.999.990;0;1;Chovisawadi,Pune;1.852.361;7.384.778;22.5
Dealer;0;1;2;BHK;8.582.326.764.000.000;1;1;Chikholi,Lalitpur;24.690.279.999.999.900;7.841.889;27.0
Dealer;0;1;2;BHK;7.190.106.413.999.990;1;1;Malad (West),Lalitpur;191.849;728.347;150.0
Dealer;0;0;2;BHK;952.0;1;1;S Kolathur,Chennai;13.129.470.999.999.900;80.208.888;47.6
Dealer;0;0;3;BHK;3000.0;1;1;Tardeo,Lalitpur;189.667;728.167;1050.0
Dealer;1;0;3;BHK;1.919.720.768;0;1;Jessore Road,Kolkata;2.254.111;8.833.778.000.000.000;99.0
Dealer;1;1;2;BHK;10.041.794.980.000.000;0;1;Vijay Park,Maharashtra;1.926.941;72.966.637;91.3
Owner;0;0;2;BHK;9.151.572.927.000.000;1;1;Sarjapur Road,Bangalore;12.86;77.786;48.0
Owner;0;0;2;BHK;9.498.931.369.999.990;1;1;Ambattur,Chennai;130.983;801.622;40.0
Owner;0;0;2;BHK;1.115.114.085;1;1;Nagavarapalya,Bangalore;1.296.991;7.759.796;65.0
Dealer;1;1;3;BHK;2.371.474.549;0;0;Sector-65 Gurgaon,Gurgaon;28.403.138.000.000.000;77.070.052;280.0
Dealer;1;0;2;BHK;9.444.444.444.000.000;0;1;Burdwan Road,Siliguri;26.724.219;88.326.357;25.5
Dealer;0;0;2;BHK;118.502.133;1;1;Worli,Lalitpur;190.167;728.167;450.0
Owner;0;0;1;BHK;6.752.194.463;1;1;Mig Colony,Indore;22.731.547;75.888.193;20.0
Dealer;0;0;3;BHK;1.159.745.604;1;1;Nandi Bagan,Kolkata;2.254.111;8.833.778.000.000.000;31.0
Dealer;1;1;2;BHK;7.105.263.158;0;0;Raj Nagar Extension,Ghaziabad;26.900.926.000.000.000;75.775.927;27.0
Dealer;0;0;2;BHK;8.101.265.823;1;1;Kutwal Colony,Pune;1.852.361;7.384.778;32.0
Dealer;0;0;2;BHK;1250.0;1;1;Kaspate Vasti,Pune;1.852.361;7.384.778;79.9
Dealer;0;1;3;BHK;1.356.315.343;1;1;Sector-134 Noida,Noida;285.041;77.381.557;48.0
Owner;0;1;3;BHK;1580.0;1;1;Raj Nagar Extension,Ghaziabad;26.900.926.000.000.000;75.775.927;55.3
Dealer;0;0;3;BHK;1.048.252.912;1;1;Lal Kuan,Ghaziabad;28.634.536.999.999.900;77.471.342;31.5
Dealer;0;0;3;BHK;1900.0;1;1;Rajrooppur,Allahabad;25.45;81.85;77.9
Dealer;0;0;2;BHK;9.300.595.238;1;1;Hiranandani Estate,Lalitpur;19.255.098;729.815.265;100.0
Dealer;0;0;4;BHK;17.621.145.370.000.000;1;1;DLF CITY PHASE 2,Gurgaon;284.818;770.843;180.0
Builder;1;1;3;BHK;1500.0;0;0;Chembukkav,Thrissur;10.52;76.21;81.0
Dealer;0;0;4;BHK;14.614.541.470.000.000;1;1;Lal Kuan,Ghaziabad;28.634.536.999.999.900;77.471.342;40.0
Dealer;1;0;2;BHK;1.025.132.275;0;1;Kammasandra,Bangalore;12.863.491.999.999.900;7.774.143.000.000.000;31.0
Owner;0;0;1;BHK;10.596.962.199.999.900;1;1;Kaup,Udupi;13.332.220.000.000.000;7.474.611;30.0
Owner;0;1;3;BHK;1.544.004.117;1;1;Noida Extension,Noida;28.579.003.999.999.900;77.431.173;60.0
Owner;0;0;2;BHK;8.678.881.389.000.000;1;1;Chromepet,Chennai;1.295.161;8.014.097;45.0
Dealer;0;0;2;BHK;1.080.074.488;1;1;Taloja,Maharashtra;2.156.128;7.421.238.000.000.000;58.0
Owner;0;0;2;BHK;9.629.941.127.000.000;1;1;Indraprastha Yojna,Ghaziabad;2.866.667;7.741.667;22.9
Dealer;0;1;3;BHK;17.093.333.329.999.900;1;1;Zirakpur,Chandigarh;30.662.283.000.000.000;76.822.397;64.1
Owner;0;0;3;BHK;1.150.012.778;1;1;Sarjapur,Bangalore;12.86;77.786;45.0
Dealer;0;1;2;BHK;8.204.334.365;1;1;Sector-115 Mohali,Mohali;30.712.867;76.648.557;15.9
Dealer;1;1;2;BHK;5.619.556.054.999.990;0;1;New Panvel,Lalitpur;18.966.114;73.148.278;60.0
Owner;0;0;2;BHK;1.280.081.925;1;1;Sector-5 Vaishali,Ghaziabad;28.644.114.000.000.000;77.338.923;75.0
Dealer;0;0;3;BHK;16.670.941.269.999.900;1;1;Beliaghata,Kolkata;22.331.229.999.999.900;88.448.921;130.0
Owner;0;0;3;BHK;16.023.306.630.000.000;1;1;Tatabad,Coimbatore;11.0;7.696.667;110.0
Owner;0;0;1;BHK;721.069.293;1;1;Uttareshwar Nagar,Pune;18.527.829.999.999.900;73.875.757;41.0
Owner;0;0;2;BHK;12.001.200.119.999.900;1;1;Bommanahalli,Bangalore;12.907.374;77.625.811;40.0
Dealer;1;1;2;BHK;800.0;0;1;Balkum,Mumbai;19.222.101.000.000.000;72.988.231;88.0
Dealer;0;0;3;BHK;18.419.220.059.999.900;1;1;Zirakpur,Chandigarh;30.662.283.000.000.000;76.822.397;52.9
Owner;1;0;2;BHK;1.068.211.068;0;1;Ponjassery,Ernakulam;997.833;7.628.361;41.5
Dealer;0;0;2;BHK;1.300.052.002;1;1;Mahendra Hills,Secunderabad;17.451.991;7.851.952;100.0
Owner;0;0;3;BHK;1.660.401.003;1;1;Vasna-Bhayli-Road,Vadodara;22.288.976;73.128.222;53.0
Owner;0;0;3;BHK;1.626.583.014;1;1;Sector-93 A Noida,Noida;21.0;77.0;140.0
Dealer;0;0;2;BHK;1.265.822.785;1;1;Thane West,Mumbai;19.18;7.296.333;150.0
Owner;0;1;3;BHK;1.724.732.666;1;1;Hosa Road,Bangalore;12.863.589;77.656.426;100.0
Dealer;0;0;3;BHK;1.640.240.569;1;1;Thurahalli,Bangalore;12.884.571.000.000.000;77.516.865;60.0
Owner;0;0;3;BHK;17.802.233.370.000.000;1;1;Harlur Road,Bangalore;12.904.179;77.665.897;110.0
Dealer;0;0;2;BHK;1.387.303.852;1;1;Sector 77 Faridabad,Faridabad;28.368.269;7.737.273;38.9
Dealer;0;1;2;BHK;9.450.277.948.999.990;1;1;Goa Velha,Goa;154.425;7.388.306;45.9
Owner;0;0;3;BHK;1.400.203.666;1;1;Kaushalpuri,Kanpur;264.725;8.033.111;55.0
Dealer;0;0;3;BHK;1.260.225.514;1;1;Kolapakkam,Chennai;13.007.082;8.015.149.699.999.990;57.0
Owner;0;1;1;BHK;7.071.302.297.999.990;1;1;Pisoli,Pune;18.440.853;7.390.536;36.0
Dealer;0;1;2;BHK;7.492.881.762.000.000;1;1;Goregaon (East),Lalitpur;191.615;728.731;200.0
Dealer;0;0;2;BHK;9.050.576.752.000.000;1;1;Suraksha Nagar,Bangalore;20.098.413;7.910.786;51.0
Owner;0;0;3;BHK;1.400.162.338;1;1;Medavakkam,Chennai;1.291.716;8.019.287;69.0
Builder;1;1;2;BHK;9.785.353.535;0;0;Zingabai Takli,Lalitpur;24.690.279.999.999.900;7.841.889;31.0
Dealer;0;0;3;BHK;1.659.688.995;1;1;Sector 88 Faridabad,Faridabad;28.431.862;77.351.104;55.5
Dealer;0;0;1;BHK;600.0;1;1;Sector-3 Belpada,Mumbai;19.000.869;73.118.903;60.0
Dealer;0;0;2;BHK;1.508.750.754;1;1;Navodaya Nagar,Bangalore;15.438.519;74.990.374;100.0
Dealer;1;1;2;BHK;9.295.531.505.000.000;0;1;Kanjur Marg (East),Mumbai;19.221.571;73.042.474;140.0
Builder;1;1;3;BHK;1.303.333.333;0;0;Bodhgaya,Gaya;24.75;8.501.666.999.999.990;39.1
Owner;0;0;2;BHK;135.009.311;1;1;Jakat Naka Road,Jamnagar;22.47;70.07;29.0
Owner;0;0;3;BHK;1.460.230.201;1;1;Kalyan nagar,Bangalore;13.019.260.000.000.000;7.764.723.599.999.990;85.0
Dealer;0;1;4;BHK;3.232.323.232;1;0;Sector-50 Noida,Noida;285.679;773.679;320.0
Owner;0;0;3;BHK;1460.0;1;1;North Office Para,Ranchi;22.901.188;8.566.881;73.0
Owner;1;0;2;BHK;8.701.705.534;0;1;Garia,Kolkata;22.403.867;8.847.000.600.000.000;25.0
Dealer;1;0;1;BHK;5.501.618.123;0;1;Sector-45 Noida,Noida;28.553.373.999.999.900;77.355.611;17.0
Dealer;0;0;3;BHK;1.700.037.779;1;1;Pipaliyahana,Indore;22.709.351;75.900.743;45.0
Dealer;0;0;2;BHK;1.084.462.982;1;1;Rajarhat,Kolkata;2.254.111;8.833.778.000.000.000;52.0
Dealer;0;0;3;BHK;1600.0;1;1;Milakpur Goojar,Bhiwadi;28.194.909.999.999.900;76.826.552;30.4
Dealer;1;0;1;BHK;3.745.318.352;0;1;Panvel,Lalitpur;18.966.114;73.148.278;39.0
Dealer;0;0;2;BHK;9.801.252.382.000.000;1;1;Omarhati,Kolkata;22.598.052;88.519.625;36.0
Dealer;0;0;1;BHK;6.180.469.716;1;1;Tagore Park,Kolkata;22.501.998.999.999.900;88.358.098;25.0
Dealer;0;0;2;BHK;1.060.138.782;1;1;Valapattanam,Kannur;11.925.066.000.000.000;75.351.019;55.0
Owner;0;0;1;BHK;6.298.157.454;1;1;Bangali Square,Indore;22.708.876;7.592.375;18.8
Dealer;0;0;3;BHK;1.550.246.216;1;1;Sector-61 Noida,Noida;285.942;773.675;85.0
Owner;0;0;3;BHK;1.350.308.642;1;1;Sai mandir,Dehradun;28.564.384.999.999.900;7.735.584.200.000.000;35.0
Owner;0;0;2;BHK;10.084.033.609.999.900;1;1;Bhawrasla,Indore;22.792.431;75.842.321;24.0
Owner;0;0;4;BHK;3.441.405.542;1;1;Vesu,Surat;21.143.354.000.000.000;72.770.931;190.0
Dealer;1;0;2;BHK;5.766.680.122;0;1;Vartak Nagar,Maharashtra;19.055.866;72.833.688;100.0
Dealer;0;0;3;BHK;17.430.167.600.000.000;1;1;Agraharam,Chennai;13.09;80.27;78.0
Dealer;1;1;2;BHK;1000.0;0;1;Sector 78 Faridabad,Faridabad;28.380.159.999.999.900;77.369.936;25.8
Dealer;0;0;3;BHK;1.615.308.151;1;1;Fatehgunj,Vadodara;22.337.051.000.000.000;73.182.794;65.0
Dealer;0;1;3;BHK;17.001.020.059.999.900;1;1;Sector-107 Noida,Noida;28.546.788;7.737.849.399.999.990;100.0
Dealer;0;0;3;BHK;1.735.074.627;1;1;Sector-77 Noida,Noida;28.568.096;77.390.253;93.0
Dealer;0;0;2;BHK;1.583.166.333;1;1;Railway Colony,Lalitpur;25.439.042;785.595;7.9
Owner;0;0;2;BHK;1.159.725.883;1;1;Vyayam Shala,Anand;22.555.999.999.999.900;7.295.100.000.000.000;22.0
Owner;1;1;2;BHK;9.450.549.450.999.990;0;1;Bejai,Mangalore;12.870.280.000.000.000;7.488.056;43.0
Dealer;0;1;3;BHK;2.195.028.261;1;1;Goregaon (East),Lalitpur;191.615;728.731;400.0
Owner;0;1;2;BHK;9.108.653.221.000.000;1;1;Pirangut,Pune;185.084;736.892;42.0
Owner;0;0;1;BHK;35.005.834.310.000.000;1;1;Subhanpura,Vadodara;22.318.485;73.162.544;9.0
Dealer;0;1;4;BHK;2.324.443.357;1;1;Sector-66 Gurgaon,Gurgaon;28.398.408;77.056.504;190.0
Owner;0;0;4;BHK;2.272.727.273;1;1;Baldev Nagar,Ambala;30.387.184;7.679.573;50.0
Dealer;0;0;4;BHK;3.000.042.858;1;1;Hiranandani Gardens - Powai,Maharashtra;19.124.896;7.289.350.300.000.000;1400.0
Owner;0;0;1;BHK;7.001.166.861;1;1;Puzhuthivakkam,Chennai;13.279.307.000.000.000;80.326.791;30.0
Dealer;0;0;2;BHK;9.303.435.115;1;1;Baraula,Noida;2.856.158;7.737.475.500.000.000;19.5
Owner;0;0;1;BHK;5.800.837.899;1;1;Parali,Raigad;18.666.791;7.329.841;18.0
Dealer;0;1;2;BHK;1.028.002.948;1;1;Ghodbunder Road,Lalitpur;24.690.279.999.999.900;7.841.889;83.7
Dealer;1;1;2;BHK;600.0;0;1;Ghodbunder Road,Maharashtra;18.96;72.82;78.0
Owner;0;0;1;BHK;5.450.941.526;1;1;Navali,Palghar;19.708.959;727.893;22.0
Dealer;0;1;3;BHK;17.301.038.059.999.900;1;1;Zirakpur,Chandigarh;30.662.283.000.000.000;76.822.397;80.0
Owner;0;0;1;BHK;5.501.618.123;1;1;Pilkhuwa,Ghaziabad;2.871.197;7.765.446;8.5
Dealer;1;1;2;BHK;9.151.062.931;0;1;Hinjewadi,Pune;185.853;737.413;65.0
Dealer;0;0;2;BHK;1250.0;1;1;Thakur Village,Lalitpur;1.291.668;7.759.196;220.0
Dealer;0;1;2;BHK;1.230.044.491;1;1;Sector 80 Faridabad,Faridabad;28.381.971.000.000.000;77.347.688;47.0
Dealer;0;0;2;BHK;1.070.070.614;1;1;Sector-35G Kharghar,Mumbai;19.038.204.999.999.900;7.306.612;98.5
Owner;0;0;3;BHK;12.298.232.130.000.000;1;1;Adityapur,Jamshedpur;227.808;861.522;32.0
Dealer;0;0;2;BHK;6.860.841.424;1;1;Dombivli (East),Maharashtra;192.167;730.833;53.0
Dealer;0;0;3;BHK;1.650.165.017;1;1;Sector 19 Kharghar,Lalitpur;19.048.979;73.078.232;160.0
Owner;0;0;2;BHK;1.025.179.856;1;1;Milakpur Goojar,Bhiwadi;28.194.909.999.999.900;76.826.552;28.5
Owner;0;0;3;BHK;1.679.929.266;1;1;Khatipura,Jaipur;269.248;757.474;38.0
Owner;0;0;3;BHK;1.500.120.977;1;1;Electronics City Phase 1,Bangalore;12.840.956;77.659.441;62.0
Owner;1;0;1;BHK;6.901.311.249;0;1;Bhagyanagar,Belgaum;15.866.670.000.000.000;74.5;20.0
Dealer;0;1;3;BHK;1.291.382.954;1;1;Sector-9 Ulwe,Lalitpur;28.716.907;7.712.469.899.999.990;110.0
Owner;0;1;2;BHK;9.100.837.277;1;1;Muhana,Jaipur;59.912.884;10.741.975;25.0
Owner;0;0;3;BHK;1500.0;1;1;Zirakpur,Panchkula;30.65;76.82;42.0
Owner;0;0;3;BHK;1.505.445.227;1;1;PAL,Surat;21.17;72.83;47.0
Dealer;0;1;3;BHK;17.500.683.620.000.000;1;1;Mulund (West),Mumbai;191.759;729.522;320.0
Dealer;0;0;4;BHK;3.148.779.848;1;1;Suraj Kund,Faridabad;28.488.415.000.000.000;77.285.903;240.0
Dealer;0;1;4;BHK;34.999.300.009.999.900;1;1;Suraj Kund,Faridabad;28.488.415.000.000.000;77.285.903;250.0
Dealer;1;1;2;BHK;1.323.591.698;0;1;Chandivali,Lalitpur;24.690.279.999.999.900;7.841.889;250.0
Dealer;0;0;2;BHK;9.829.787.233.999.990;1;1;Rabindra Nagar,Asansol;23.692.053;86.944.846;23.1
Owner;0;0;1;BHK;6.000.600.059.999.990;1;1;Chintal,Secunderabad;17.45;78.5;20.0
Dealer;0;0;3;BHK;1.473.345.834;1;1;Bhanu Nagar,Mumbai;26.736.539;88.428.647;110.0
Owner;0;0;3;BHK;1000.0;1;1;Belgachia,Kolkata;22.602.301;8.838.537.600.000.000;65.0
Owner;0;0;1;BHK;1.090.074.584;1;1;Ramnagariya,Jaipur;2.691.667;7.586.667;19.0
Builder;1;1;1;BHK;447.710.762;0;0;Badlapur (East),Lalitpur;24.690.279.999.999.900;7.841.889;26.5
Dealer;0;0;3;BHK;1.745.040.411;1;1;Doddakallasandra,Bangalore;12.880.993;77.557.654;190.0
Dealer;0;0;2;BHK;8.501.794.822.999.990;1;1;Rajarajeshwari Nagar,Bangalore;12.919.423;77.522.774;45.0
Dealer;0;1;3;BHK;16.650.478.699.999.900;1;1;Hosur Road,Bangalore;12.752.264;7.745.273.900.000.000;120.0
Dealer;0;0;2;BHK;9.049.360.146;1;1;Akshaya Nagar,Bangalore;1.296.991;7.759.796;49.5
Dealer;1;1;3;BHK;1.745.984.236;0;1;Dadar,Mumbai;34.552.275;7.325.783.498;1050.0
Dealer;0;1;3;BHK;16.808.552.760.000.000;1;1;Yelahanka,Bangalore;1.311.389;7.759.833;84.9
Dealer;0;0;2;BHK;9.000.178.221.000.000;1;1;Sector-62 Noida,Noida;286.221;773.674;50.5
Dealer;0;0;3;BHK;19.800.579.870.000.000;1;1;Bhandarkar Road,Pune;18.518.864;73.831.829;280.0
Dealer;1;0;2;BHK;700.0;0;1;Kaliganj,Durgapur;2.354.066;87.363.421;13.3
Dealer;0;1;3;BHK;1200.0;1;1;Keshav Nagar,Pune;2.716.726;7.570.950.500.000.000;120.0
Owner;0;0;1;BHK;7.348.530.294;1;1;Amar Colony,Amravati;28.454.165.000.000.000;7.701.133.399.999.990;24.5
Dealer;1;1;3;BHK;8.979.347.501;0;0;Powai,Lalitpur;19.12;72.91;270.0
Owner;0;0;2;BHK;1.350.438.893;1;1;Kaluba Road,Bhavnagar;21.765;7.213.694;40.0
Owner;0;0;2;BHK;959.173.635;1;1;Sundarapuram,Coimbatore;11.0;7.696.667;39.0
Builder;1;1;2;BHK;8.824.742.267.999.990;0;0;Karapakkam,Chennai;12.925.027;80.235.348;42.8
Dealer;0;1;2;BHK;9.531.752.651;1;1;Kanjur Marg (East),Lalitpur;24.690.279.999.999.900;7.841.889;240.0
Owner;0;0;1;BHK;6.501.324.344;1;1;Balaji Nagar,Pune;1.846.471;73.860.087;27.0
Dealer;0;0;3;BHK;1.782.913.743;1;1;Kundli,Sonipat;28.874.383;77.113.251;43.2
Dealer;1;1;3;BHK;9.917.755.201;0;0;Harni,Vadodara;22.337.395;73.225.215;41.0
Owner;1;0;3;BHK;1.190.126.359;0;1;Sainikpuri,Secunderabad;1.749.382;7.854.305.500.000.000;40.5
Owner;0;0;3;BHK;9.803.206.997.000.000;1;1;Sector-127 Mohali,Mohali;30.768.683.000.000.000;76.650.876;26.9
Owner;0;0;2;BHK;1.085.069.444;1;1;Sundarpada,Bhubaneswar;20.230.195.000.000.000;85.816.005;25.0
Dealer;0;0;3;BHK;16.228.220.019.999.900;1;1;Vaibhav Khand,Ghaziabad;289.196;768.972;95.0
Dealer;1;0;3;BHK;8.460.236.887;0;1;Panchsheel Nagar,Mumbai;19.061.802;7.283.199.499.999.990;260.0
Dealer;0;0;3;BHK;1.637.630.662;1;1;Govind Puram,Ghaziabad;2.866.667;7.741.667;56.4
Owner;0;0;1;BHK;6.501.422.186.000.000;1;1;Bajaj Nagar,Aurangabad;20.467.899;74.993.332;16.0
Dealer;0;0;2;BHK;800.0;1;1;Shiv Mandir,Siliguri;25.232.239;71.392.013;22.4
Dealer;0;0;2;BHK;9.550.269.143.999.990;1;1;Sector-77 Noida,Noida;28.568.096;77.390.253;55.0
Owner;0;0;2;BHK;1.100.110.011;1;1;Navlakha,Indore;22.701.795.999.999.900;7.587.726.500.000.000;30.0
Dealer;0;0;2;BHK;925.610.172;1;1;Chembur,Lalitpur;1.905.871;7.289.969;190.0
Owner;0;0;3;BHK;1500.0;1;1;Sector-117 Mohali,Mohali;30.723.932;7.667.447.299.999.990;42.0
Dealer;0;0;2;BHK;1.499.842.122;1;1;Malleshwaram,Bangalore;130.097;775.648;95.0
Dealer;0;1;3;BHK;1.654.043.702;1;1;Manpada,Mumbai;19.239.813;72.962.722;190.0
Dealer;0;1;1;BHK;6.109.979.632.999.990;1;1;Ravet,Pune;18.651.598;73.735.448;33.0
Dealer;1;1;1;BHK;5.350.300.051;0;1;Chembur,Lalitpur;1.905.871;7.289.969;74.0
Dealer;0;1;2;BHK;1.780.317.145;1;1;Worli,Maharashtra;190.167;728.167;430.0
Dealer;1;1;3;BHK;2.274.795.268;0;1;Sector-53 Gurgaon,Gurgaon;28.44;771.021;250.0
Dealer;0;1;2;BHK;583.090.379;1;1;Sector 86 Faridabad,Faridabad;28.406.388;77.342.588;28.0
Dealer;1;1;3;BHK;10.868.908.880.000.000;0;1;Thane West,Mumbai;19.18;7.296.333;180.0
Owner;0;0;2;BHK;7.300.989.166;1;1;Azamshah Chowk,Nagpur;2.115.389;7.908.306;31.0
Owner;0;1;2;BHK;1.085.054.253;1;1;Sector-168 Noida,Noida;28.494.868;77.410.298;62.0
Owner;0;0;2;BHK;10.640.732.269.999.900;1;1;Kareli Bagh,Vadodara;22.316.415;73.202.906;46.5
Dealer;0;1;4;BHK;1.609.021.715;1;1;Dadar,Lalitpur;24.690.279.999.999.900;7.841.889;1150.0
Dealer;0;1;3;BHK;1.275.239.107;1;1;Bhopura,Ghaziabad;28.698.133.000.000.000;77.335.746;36.0
Owner;0;0;2;BHK;7.121.057.986.000.000;1;1;BataNagar,Kolkata;2.250.686;88.223.965;35.0
Owner;0;0;3;BHK;1.569.037.657;1;1;Hegde Nagar,Bangalore;13.070.052;7.762.715;120.0
