Lever position ;Ship speed (v) ;Gas Turbine (GT);GT rate of revolutions (GTn) ;Starboard Propeller Torque ;Port Propeller Torque (Tp);Hight Pressure (HP);HP Turbine exit pressure;GT Compressor outlet air pressure (P2) [bar]  ;GT exhaust gas pressure (Pexh) ;Turbine Injecton Control (TIC) [%]  ;GT Compressor decay state coefficient  ;FuelFlow
5.14;15;21634.05;1.924.322;175.311;175.311;719.158;2.08;11.131;1.026;25.735;0.96;0.509
6.175;18;29.791.927;2.307.418;246.204;246.204;787.227;2.503;13.279;1.03;34.989;0.96;0.693
7.148;21;38984.92;2.678.075;332.12;332.12;840.61;2.966;15.591;1.035;44.95;0.96;0.89
8.206;24;50997.04;3.087.599;438.039;438.039;938.071;3.577;18.516;1.041;61.369;0.96;1.215
9.3;27;72.767.628;3.560.404;644.89;644.89;1097.81;4.502;22.684;1.049;91.023;0.96;1.802
1.138;3;1.522.307;1.394.646;10.153;10.153;489.028;1.15;6.2;1.019;0.0;0.96;0.109
2.088;6;4.282.797;1.344.319;22.333;22.333;560.182;1.242;6.737;1.019;23.125;0.96;0.209
3.144;9;8.378.805;1.386.755;60.344;60.344;594.765;1.389;7.52;1.02;12.643;0.96;0.25
4.161;12;14.723.428;1.547.464;113.79;113.79;649.624;1.658;8.944;1.022;17.582;0.96;0.348
5.14;15;21.634.825;1.924.322;175.317;175.317;718.185;2.079;11.12;1.026;25.68;0.96;0.508
6.175;18;29.792.319;2.307.408;246.288;246.288;786.117;2.503;13.265;1.03;34.917;0.96;0.691
7.148;21;38.984.535;2.678.074;332.121;332.121;839.575;2.965;15.574;1.035;44.868;0.96;0.888
8.206;24;50.997.001;3.087.604;438.026;438.026;937.038;3.576;18.495;1.041;61.272;0.96;1.213
9.3;27;72.767.445;3560.42;644.874;644.874;1.096.918;4.5;22.657;1.049;90.916;0.96;1.8
1.138;3;2.185.544;1.407.748;10.947;10.947;508.535;1.177;6.347;1.019;0.0;0.96;0.131
2.088;6;4259.51;1.344.303;22.33;22.33;558.724;1.241;6.726;1.019;23.05;0.96;0.207
3.144;9;8.378.903;1.386.756;60.352;60.352;593.952;1.389;7.512;1.02;12.61;0.96;0.25
4.161;12;14.723.346;1.547.465;113.778;113.778;648.742;1.658;8.935;1.022;17.539;0.96;0.347
5.14;15;21.634.829;1.924.324;175.302;175.302;717.209;2.079;11.109;1.026;25.624;0.96;0.507
6.175;18;29792.52;2.307.388;246.294;246.294;785.011;2.502;13.251;1.03;34.844;0.96;0.69
7.148;21;38.984.098;2.678.075;332.216;332.216;838.543;2.965;15.557;1.035;44.787;0.96;0.887
8.206;24;50.996.889;3.087.602;437.98;437.98;936.008;3.576;18.474;1.041;61.176;0.96;1.211
9.3;27;72.769.739;3.560.407;644.807;644.807;1.096.039;4.499;22.63;1.049;90.812;0.96;1.798
1.138;3;2.657.073;1.413.768;11.318;11.318;522.234;1.196;6.441;1.019;0.0;0.96;0.147
2.088;6;3.931.549;1.344.995;22.454;22.454;548.207;1.231;6.659;1.019;22.2;0.96;0.195
3.144;9;8379.0;1.386.757;60.358;60.358;593.141;1.389;7.505;1.02;12.576;0.96;0.249
4.161;12;14.723.577;1.547.466;113.777;113.777;647.863;1.657;8.926;1.022;17.497;0.96;0.346
5.14;15;21.635.108;1.924.325;175.319;175.319;716.238;2.079;11.097;1.026;25.568;0.96;0.506
6.175;18;29.792.855;2.307.375;246.298;246.298;783.908;2.502;13.238;1.03;34.772;0.96;0.688
7.148;21;38.983.694;2.678.076;332.107;332.107;837.514;2.964;15.54;1.035;44.706;0.96;0.885
8.206;24;50.996.815;3.087.599;438.025;438.025;934.982;3.575;18.453;1.041;61.08;0.96;1.209
9.3;27;72.770.039;3.560.417;645.072;645.072;1.095.154;4.498;22.603;1.049;90.707;0.96;1.796
1.138;3;3.292.267;1.417.706;11.574;11.574;540.745;1.219;6.567;1.019;0.0;0.96;0.169
2.088;6;3.842.633;1.345.595;22.553;22.553;544.651;1.228;6.636;1.019;21.719;0.96;0.19
3.144;9;8.379.094;1.386.757;60.352;60.352;592.332;1.389;7.498;1.02;12.542;0.96;0.248
4.161;12;14.723.702;1.547.466;113.79;113.79;646.986;1.657;8.917;1.022;17.455;0.96;0.346
5.14;15;21.635.285;1.924.327;175.32;175.32;715.269;2.079;11.086;1.026;25.512;0.96;0.505
6.175;18;29.793.264;2.307.368;246.23;246.23;782.809;2.502;13.224;1.03;34.7;0.96;0.687
7.148;21;38.983.272;2.678.078;332.18;332.18;836.488;2.964;15.523;1.035;44.625;0.96;0.884
8.206;24;50.996.413;3.087.591;438.098;438.098;933.946;3.574;18.431;1.041;60.982;0.96;1.207
9.3;27;72.770.464;3.560.422;644.873;644.873;1.094.272;4.497;22.576;1.049;90.602;0.96;1.794
1.138;3;3.712.832;1.417.821;11.582;11.582;552.561;1.234;6.648;1.019;0.0;0.96;0.183
2.088;6;3.757.092;1.346.003;22.628;22.628;541.316;1.225;6.617;1.019;21.117;0.96;0.186
3.144;9;8.379.156;1.386.758;60.353;60.353;591.525;1.389;7.491;1.02;12.509;0.96;0.248
4.161;12;14.723.669;1.547.467;113.793;113.793;646.11;1.657;8.908;1.022;17.413;0.96;0.345
5.14;15;21.635.465;1.924.328;175.32;175.32;714.302;2.078;11.075;1.026;25.457;0.96;0.504
6.175;18;29.793.523;2.307.351;246.229;246.229;781.712;2.501;13.21;1.03;34.628;0.96;0.686
7.148;21;38.982.928;2.678.077;332.132;332.132;835.465;2.963;15.506;1.035;44.545;0.96;0.882
8.206;24;50.995.727;3.087.577;437.973;437.973;932.896;3.573;18.41;1.041;60.884;0.96;1.205
9.3;27;72.772.079;3.560.414;644.787;644.787;1.093.397;4.495;22.549;1.049;90.498;0.96;1.791
1.138;3;5093.52;1.409.737;11.11;11.11;592.41;1.278;6.89;1.019;0.0;0.96;0.231
2.088;6;3.578.422;1.347.402;22.873;22.873;534.616;1.22;6.575;1.019;20.375;0.96;0.178
3.144;9;8379.3;1.386.758;60.362;60.362;590.719;1.388;7.483;1.02;12.475;0.96;0.247
4.161;12;14.723.825;1.547.468;113.795;113.795;645.237;1.657;8.899;1.022;17.371;0.96;0.344
5.14;15;21.635.332;1.924.331;175.307;175.307;713.335;2.078;11.063;1.026;25.401;0.96;0.503
6.175;18;29.793.832;2.307.338;246.262;246.262;780.62;2.501;13.197;1.03;34.556;0.96;0.684
7.148;21;38.982.606;2.678.077;332.112;332.112;834.445;2.962;15.489;1.035;44.464;0.96;0.88
8.206;24;50.995.261;3.087.561;438.106;438.106;931.852;3.572;18.39;1.041;60.786;0.96;1.203
9.3;27;72.772.714;3.560.422;645.089;645.089;1.092.521;4.494;22.522;1.049;90.394;0.96;1.789
1.138;3;6.413.836;1393.05;10.109;10.109;629.114;1.314;7.101;1.019;0.0;0.96;0.276
2.088;6;3.367.338;1.349.065;23.155;23.155;527.133;1.213;6.53;1.019;18.959;0.96;0.168
3.144;9;8.379.387;1.386.759;60.356;60.356;589.915;1.388;7.476;1.02;12.441;0.96;0.246
4.161;12;14.723.958;1.547.468;113.788;113.788;644.367;1.657;8.89;1.022;17.329;0.96;0.343
5.14;15;21.635.754;1.924.332;175.328;175.328;712.374;2.078;11.052;1.026;25.346;0.96;0.502
6.175;18;29794.1;2.307.325;246.232;246.232;779.53;2.5;13.183;1.03;34.484;0.96;0.683
7.148;21;38.982.223;2.678.078;332.087;332.087;833.427;2.962;15.472;1.035;44.384;0.96;0.879
8.206;24;50.994.983;3.087.555;437.991;437.991;930.814;3.571;18.369;1.041;60.689;0.96;1.201
9.3;27;72.773.207;3.560.425;644.775;644.775;1.091.647;4.493;22.495;1.049;90.29;0.96;1.787
1.138;3;6.912.779;1.384.729;9.622;9.622;643.631;1.326;7.165;1.019;0.0;0.96;0.295
2.088;6;3.189.359;1.351.391;23.567;23.567;520.163;1.207;6.492;1.019;17.282;0.96;0.159
3.144;9;8.379.567;1.386.759;60.365;60.365;589.113;1.388;7.469;1.02;12.408;0.96;0.246
4.161;12;14.723.932;1.547.469;113.797;113.797;643.497;1.656;8.881;1.022;17.287;0.96;0.342
5.14;15;21.635.891;1.924.334;175.297;175.297;711.414;2.077;11.041;1.026;25.29;0.96;0.501
6.175;18;29.794.521;2307.32;246.238;246.238;778.444;2.5;13.17;1.03;34.413;0.96;0.681
7.148;21;38.981.885;2.678.078;332.09;332.09;832.412;2.961;15.456;1.035;44.304;0.96;0.877
8.206;24;50.994.908;3.087.547;438.106;438.106;929.78;3.57;18.348;1.041;60.593;0.96;1.2
9.3;27;72.774.302;3.560.422;644.787;644.787;1.090.777;4.492;22.468;1.049;90.186;0.96;1.785
1.138;3;7.375.438;1362.15;8.309;8.309;661.588;1.332;7.207;1.019;11.672;0.96;0.325
2.088;6;3.269.708;1.350.431;23.402;23.402;522.232;1.21;6.501;1.019;17.888;0.96;0.162
3.144;9;8.379.666;1386.76;60.367;60.367;588.313;1.388;7.462;1.02;12.375;0.96;0.245
4.161;12;14.724.051;1547.47;113.792;113.792;642.631;1.656;8.872;1.022;17.245;0.96;0.341
5.14;15;21636.08;1.924.336;175.313;175.313;710.457;2.077;11.03;1.026;25.235;0.96;0.5
6.175;18;29.794.755;2.307.305;246.245;246.245;777.362;2.5;13.156;1.03;34.342;0.96;0.68
7.148;21;38.981.595;2.678.078;332.126;332.126;831.4;2.961;15.439;1.035;44.224;0.96;0.876
8.206;24;50.994.782;3.087.546;437.962;437.962;928.749;3.57;18.328;1.041;60.497;0.96;1.198
9.3;27;72.775.128;3.560.429;645.072;645.072;1089.91;4.491;22.441;1.049;90.083;0.96;1.783
1.138;3;6.774.428;1.335.959;6.825;6.825;651.616;1.308;7.076;1.019;24.042;0.96;0.32
2.088;6;3.052.521;1353.58;23.954;23.954;513.704;1.203;6.453;1.019;15.842;0.96;0.151
3.144;9;8.379.698;1.386.761;60.355;60.355;587.513;1.388;7.455;1.02;12.341;0.96;0.244
4.161;12;14.724.192;1547.47;113.776;113.776;641.767;1.656;8.863;1.022;17.203;0.96;0.341
5.14;15;21.636.262;1.924.338;175.288;175.288;709.502;2.077;11.019;1.026;25.18;0.96;0.498
6.175;18;29.795.026;2.307.294;246.247;246.247;776.282;2.499;13.143;1.03;34.271;0.96;0.679
7.148;21;38.981.157;2678.08;332.066;332.066;830.39;2.96;15.422;1.035;44.144;0.96;0.874
8.206;24;50.994.708;3.087.543;437.967;437.967;927.722;3.569;18.307;1.041;60.402;0.96;1.196
9.3;27;72.776.033;3.560.429;644.945;644.945;1.089.044;4.489;22.415;1.049;89.98;0.96;1.781
1.138;3;5.414.893;1.318.589;5.867;5.867;619.7;1.265;6.839;1.019;31.029;0.96;0.286
2.088;6;2.996.966;1.355.622;24.32;24.32;510.43;1.201;6.437;1.019;14.835;0.96;0.147
3.144;9;8.379.856;1.386.761;60.368;60.368;586.716;1.388;7.448;1.02;12.308;0.96;0.244
4.161;12;14.724.299;1.547.471;113.796;113.796;640.905;1.656;8.854;1.022;17.162;0.96;0.34
5.14;15;21.636.457;1924.34;175.307;175.307;708.549;2.077;11.007;1.026;25.125;0.96;0.497
6.175;18;29.795.367;2.307.285;246.287;246.287;775.206;2.499;13.129;1.03;34.2;0.96;0.677
7.148;21;38.980.832;2.678.081;332.194;332.194;829.383;2.959;15.405;1.035;44.065;0.96;0.872
8.206;24;50.994.634;3.087.542;438.111;438.111;926.697;3.568;18.287;1.041;60.306;0.96;1.194
9.3;27;72.776.957;3.560.425;645.054;645.054;1.088.181;4.488;22.388;1.049;89.877;0.96;1.779
1.138;3;3.408.968;1.309.215;5.348;5.348;566.697;1.203;6.481;1.019;32.623;0.96;0.225
2.088;6;2.949.745;1.357.034;24.582;24.582;507.724;1.2;6.423;1.019;13.719;0.96;0.143
3.144;9;8.379.964;1.386.762;60.366;60.366;585.92;1.388;7.44;1.02;12.275;0.96;0.243
4.161;12;14724.39;1.547.471;113.797;113.797;640.045;1.656;8.846;1.022;17.12;0.96;0.339
5.14;15;21.636.578;1.924.342;175.337;175.337;707.599;2.076;10.996;1.026;25.07;0.96;0.496
6.175;18;29.795.748;2307.28;246.274;246.274;774.133;2.499;13.116;1.03;34.129;0.96;0.676
7.148;21;38.980.563;2678.08;332.07;332.07;828.379;2.959;15.389;1.035;43.986;0.96;0.871
8.206;24;50.994.571;3.087.539;438.093;438.093;925.676;3.567;18.267;1.041;60.211;0.96;1.192
9.3;27;72.777.816;3.560.429;644.811;644.811;1087.32;4.487;22.361;1.049;89.774;0.96;1.777
1.138;3;1.764.814;1.311.977;5.484;5.484;515.73;1.148;6.166;1.019;28.332;0.96;0.164
2.088;6;2.921.996;1.357.852;24.731;24.731;505.817;1.199;6.412;1.019;13.368;0.96;0.141
3.144;9;8.380.044;1.386.762;60.371;60.371;585.126;1.388;7.433;1.02;12.241;0.96;0.242
4.161;12;14.724.388;1.547.472;113.802;113.802;639.186;1.655;8.837;1.022;17.079;0.96;0.338
5.14;15;21.636.641;1.924.344;175.323;175.323;706.65;2.076;10.985;1.026;25.015;0.96;0.495
6.175;18;29.796.005;2.307.269;246.261;246.261;773.064;2.498;13.102;1.03;34.059;0.96;0.674
7.148;21;38.980.215;2.678.081;332.059;332.059;827.377;2.958;15.372;1.035;43.906;0.96;0.869
8.206;24;50.994.493;3.087.539;438.061;438.061;924.659;3.566;18.246;1.041;60.116;0.96;1.19
9.3;27;72.778.401;3.560.435;644.954;644.954;1.086.461;4.486;22.335;1.05;89.67;0.96;1.775
1.138;3;1.001.203;1318.61;5.826;5.826;487.098;1.121;5.995;1.019;23.788;0.96;0.128
2.088;6;2.853.845;1.361.768;25.434;25.434;501.371;1.197;6.394;1.019;10.932;0.96;0.134
3.144;9;8.380.134;1.386.763;60.373;60.373;584.334;1.388;7.426;1.02;12.208;0.96;0.242
4.161;12;14.724.519;1.547.472;113.798;113.798;638.33;1.655;8.828;1.022;17.037;0.96;0.337
5.14;15;21.636.656;1.924.347;175.324;175.324;705.704;2.076;10.974;1.026;24.961;0.96;0.494
6.175;18;29.796.261;2.307.259;246.31;246.31;771.998;2.498;13.089;1.03;33.988;0.96;0.673
7.148;21;38.979.861;2.678.082;332.062;332.062;826.378;2.958;15.355;1.035;43.827;0.96;0.868
8.206;24;50.994.416;3.087.537;437.954;437.954;923.644;3.566;18.226;1.041;60.021;0.96;1.188
9.3;27;72.778.371;3560.44;644.82;644.82;1085.6;4.485;22.308;1.05;89.566;0.96;1.773
1.138;3;350.834;1.334.429;6.68;6.68;455.773;1.096;5.846;1.019;13.568;0.96;0.085
2.088;6;2.906.409;1.359.437;25.01;25.01;503.303;1.199;6.398;1.019;12.263;0.96;0.138
3.144;9;8.380.215;1.386.764;60.365;60.365;583.543;1.387;7.419;1.02;12.175;0.96;0.241
4.161;12;14.724.602;1.547.473;113.793;113.793;637.476;1.655;8.819;1.022;16.996;0.96;0.336
5.14;15;21.637.112;1.924.347;175.319;175.319;704.763;2.075;10.963;1.026;24.906;0.96;0.493
6.175;18;29.796.495;2.307.251;246.306;246.306;770.935;2.498;13.076;1.03;33.918;0.96;0.672
7.148;21;38.979.518;2.678.082;332.175;332.175;825.382;2.957;15.339;1.035;43.748;0.96;0.866
8.206;24;50.994.362;3.087.535;437.959;437.959;922.632;3.565;18.206;1.041;59.927;0.96;1.186
9.3;27;72.779.303;3.560.438;644.994;644.994;1.084.746;4.483;22.282;1.05;89.462;0.96;1.771
1.138;3;314.798;1.344.553;7.233;7.233;448.229;1.096;5.829;1.019;7.558;0.96;0.072
2.088;6;2.871.882;1.364.924;26.006;26.006;499.167;1.198;6.387;1.019;9.224;0.96;0.131
3.144;9;8.380.351;1.386.764;60.376;60.376;582.754;1.387;7.412;1.02;12.142;0.96;0.24
4.161;12;14.724.142;1.547.475;113.794;113.794;636.621;1.655;8.81;1.023;16.954;0.96;0.336
5.14;15;21.637.261;1.924.349;175.315;175.315;703.822;2.075;10.952;1.026;24.852;0.96;0.492
6.175;18;29.796.764;2.307.244;246.324;246.324;769.875;2.497;13.062;1.03;33.848;0.96;0.67
7.148;21;38.979.263;2.678.082;332.048;332.048;824.389;2.956;15.322;1.035;43.67;0.96;0.865
8.206;24;50994.27;3.087.534;438.003;438.003;921.624;3.564;18.185;1.041;59.832;0.96;1.185
9.3;27;72.780.497;3.560.437;644.874;644.874;1.083.898;4.482;22.256;1.05;89.359;0.96;1.769
1.138;3;671.875;1365.01;8.388;8.388;454.292;1.112;5.908;1.019;0.0;0.96;0.074
2.088;6;2.883.373;1.365.786;26.17;26.17;498.476;1.199;6.384;1.019;8.606;0.96;0.13
3.144;9;8380.43;1.386.765;60.369;60.369;581.966;1.387;7.405;1.02;12.109;0.96;0.24
4.161;12;14.724.801;1.547.474;113.803;113.803;635.775;1.655;8.802;1.023;16.913;0.96;0.335
5.14;15;21.637.365;1.924.352;175.321;175.321;702.884;2.075;10.941;1.026;24.797;0.96;0.491
6.175;18;29.796.979;2.307.234;246.28;246.28;768.818;2.497;13.049;1.03;33.779;0.96;0.669
7.148;21;38.978.921;2.678.082;332.17;332.17;823.398;2.956;15.306;1.035;43.591;0.96;0.863
8.206;24;50.994.238;3087.53;438.015;438.015;920.618;3.563;18.165;1.041;59.739;0.96;1.183
9.3;27;72.780.662;3.560.441;644.911;644.911;1.083.052;4.481;22.229;1.05;89.256;0.96;1.767
1.138;3;917.579;1.375.164;8.973;8.973;460.718;1.123;5.961;1.019;0.0;0.96;0.081
2.088;6;2.907.656;1368.47;26.66;26.66;497.38;1.2;6.385;1.02;7.516;0.96;0.127
3.144;9;8.380.569;1.386.765;60.372;60.372;581.181;1.387;7.398;1.02;12.076;0.96;0.239
4.161;12;14.724.868;1.547.475;113.807;113.807;634.927;1.654;8.793;1.023;16.872;0.96;0.334
5.14;15;21.637.412;1.924.354;175.337;175.337;701.947;2.075;10.93;1.026;24.743;0.96;0.49
6.175;18;29.797.237;2.307.228;246.308;246.308;767.764;2.497;13.036;1.03;33.709;0.96;0.667
7.148;21;38.978.654;2.678.082;332.081;332.081;822.41;2.955;15.289;1.035;43.513;0.96;0.862
8.206;24;50.994.113;3087.53;438.09;438.09;919.616;3.562;18.145;1.041;59.645;0.96;1.181
9.3;27;72.781.308;3.560.444;644.888;644.888;1.082.212;4.48;22.203;1.05;89.155;0.96;1.765
1.138;3;4.593.942;1.412.605;11.285;11.285;588.336;1.264;6.886;1.019;0.0;0.961;0.221
2.088;6;5.232.834;1.345.158;22.51;22.51;592.385;1.273;6.959;1.019;24.039;0.961;0.246
3.144;9;8.377.882;1386.75;60.344;60.344;600.862;1.39;7.579;1.02;12.898;0.961;0.255
4.161;12;14.722.535;1.547.459;113.776;113.776;656.29;1.66;9.018;1.022;17.905;0.961;0.354
5.14;15;21.632.941;1.924.309;175.251;175.251;725.533;2.082;11.214;1.026;26.107;0.961;0.517
6.175;18;29.789.265;2.307.544;246.25;246.25;794.557;2.506;13.378;1.03;35.476;0.961;0.702
7.148;21;38.989.008;2.678.082;332.282;332.282;847.241;2.971;15.715;1.035;45.488;0.961;0.901
8.206;24;50.994.648;3.087.478;437.974;437.974;944.707;3.584;18.669;1.041;62.011;0.961;1.228
9.3;27;72.761.305;3.560.384;645.056;645.056;1.102.941;4.511;22.883;1.049;91.689;0.961;1.815
1.138;3;6.891.732;1.383.274;9.548;9.548;656.23;1.327;7.259;1.019;0.754;0.961;0.305
2.088;6;5178.24;1.345.047;22.485;22.485;590.026;1.271;6.946;1.019;23.778;0.961;0.243
3.144;9;8.377.949;1.386.751;60.337;60.337;600.036;1.39;7.572;1.02;12.864;0.961;0.255
4.161;12;14.722.723;1.547.459;113.779;113.779;655.392;1.66;9.009;1.022;17.862;0.961;0.354
5.14;15;21.633.258;1.924.311;175.271;175.271;724.54;2.082;11.202;1.026;26.05;0.961;0.516
6.175;18;29.789.581;2.307.524;246.172;246.172;793.424;2.505;13.364;1.03;35.402;0.961;0.701
7.148;21;38988.29;2.678.076;332.172;332.172;846.187;2.97;15.698;1.035;45.405;0.961;0.899
8.206;24;50.995.327;3.087.506;438.117;438.117;943.655;3.583;18.648;1.041;61.913;0.961;1.226
9.3;27;72.761.855;3.560.388;644.891;644.891;1.102.033;4.51;22.856;1.049;91.582;0.961;1.813
1.138;3;6.774.696;1.339.041;7.01;7.01;664.96;1.311;7.181;1.019;23.495;0.961;0.33
2.088;6;4.751.982;1.344.064;22.303;22.303;577.784;1.258;6.858;1.019;24.011;0.961;0.229
3.144;9;8.378.013;1.386.751;60.333;60.333;599.212;1.39;7.564;1.02;12.83;0.961;0.254
4.161;12;14722.74;1547.46;113.782;113.782;654.494;1.659;8.999;1.022;17.819;0.961;0.353
5.14;15;21.633.332;1.924.312;175.254;175.254;723.547;2.081;11.19;1.026;25.993;0.961;0.515
6.175;18;29.789.967;2.307.509;246.185;246.185;792.295;2.505;13.35;1.03;35.329;0.961;0.699
7.148;21;38.987.641;2.678.072;332.167;332.167;845.137;2.97;15.68;1.035;45.323;0.961;0.897
8.206;24;50995.82;3087.53;438.018;438.018;942.606;3.582;18.626;1.041;61.816;0.961;1.224
9.3;27;72.763.064;3.560.396;644.899;644.899;1.101.133;4.509;22.828;1.049;91.475;0.961;1.811
1.138;3;5.777.169;1.324.437;6.201;6.201;641.421;1.279;7.002;1.019;30.038;0.961;0.305
2.088;6;4.871.756;1344.31;22.348;22.348;580.269;1.261;6.874;1.019;23.922;0.961;0.232
3.144;9;8.378.209;1.386.752;60.348;60.348;598.391;1.39;7.557;1.02;12.796;0.961;0.253
4.161;12;14.722.827;1.547.461;113.783;113.783;653.6;1.659;8.99;1.022;17.776;0.961;0.352
5.14;15;21.633.499;1.924.314;175.282;175.282;722.558;2.081;11.179;1.026;25.937;0.961;0.513
6.175;18;29.790.283;2.307.491;246.205;246.205;791.169;2.505;13.336;1.03;35.255;0.961;0.698
7.148;21;38.987.192;2.678.071;332.148;332.148;844.091;2.969;15.663;1.035;45.241;0.961;0.896
8.206;24;50.996.178;3.087.551;438.124;438.124;941.56;3.582;18.605;1.041;61.718;0.961;1.222
9.3;27;72.763.544;3.560.398;645.062;645.062;1100.23;4.508;22.8;1.049;91.368;0.961;1.809
1.138;3;2.903.647;1.311.681;5.491;5.491;562.962;1.188;6.476;1.019;32.508;0.961;0.216
2.088;6;4.620.264;1.344.013;22.292;22.292;572.546;1.253;6.824;1.019;23.888;0.961;0.223
3.144;9;8.378.246;1.386.752;60.341;60.341;597.57;1.39;7.55;1.02;12.762;0.961;0.253
4.161;12;14.722.905;1.547.461;113.773;113.773;652.708;1.659;8.981;1.022;17.733;0.961;0.351
5.14;15;21.633.839;1.924.315;175.26;175.26;721.573;2.081;11.167;1.026;25.881;0.961;0.512
6.175;18;29.790.563;2.307.473;246.263;246.263;790.046;2.504;13.322;1.03;35.182;0.961;0.697
7.148;21;38.986.857;2.678.072;332.157;332.157;843.047;2.968;15.646;1.035;45.159;0.961;0.894
8.206;24;50.996.458;3.087.568;438.056;438.056;940.516;3.581;18.584;1.041;61.621;0.961;1.22
9.3;27;72.765.206;3.560.395;644.741;644.741;1.099.336;4.506;22.773;1.049;91.262;0.961;1.807
1.138;3;702.79;1.326.058;6.248;6.248;484.494;1.111;6.023;1.019;20.611;0.961;0.119
2.088;6;4.496.139;1.344.038;22.289;22.289;568.189;1.249;6.794;1.019;23.772;0.961;0.218
3.144;9;8.378.375;1.386.753;60.346;60.346;596.752;1.39;7.542;1.02;12.728;0.961;0.252
4.161;12;14.723.013;1.547.462;113.787;113.787;651.818;1.659;8.972;1.022;17.691;0.961;0.35
5.14;15;21.633.902;1.924.317;175.269;175.269;720.588;2.081;11.156;1.026;25.824;0.961;0.511
6.175;18;29.790.976;2307.46;246.244;246.244;788.927;2.504;13.308;1.03;35.109;0.961;0.695
7.148;21;38.986.433;2.678.072;332.205;332.205;842.004;2.968;15.629;1.035;45.077;0.961;0.892
8.206;24;50.996.718;3.087.579;438.124;438.124;939.475;3.58;18.562;1.041;61.524;0.961;1.218
9.3;27;72.766.039;3.560.398;644.733;644.733;1098.44;4.505;22.746;1.049;91.156;0.961;1.804
1.138;3;418.761;1.353.838;7.779;7.779;458.607;1.101;5.945;1.019;4.64;0.961;0.077
2.088;6;4.238.262;1344.34;22.338;22.338;559.959;1.241;6.741;1.019;23.179;0.961;0.208
3.144;9;8.378.451;1.386.754;60.339;60.339;595.935;1.389;7.535;1.02;12.694;0.961;0.251
4.161;12;14.723.072;1.547.462;113.787;113.787;650.93;1.659;8.963;1.022;17.648;0.961;0.349
5.14;15;21.634.063;1.924.319;175.302;175.302;719.607;2.08;11.144;1.026;25.768;0.961;0.51
6.175;18;29.791.263;2.307.443;246.199;246.199;787.811;2.504;13.294;1.03;35.036;0.961;0.694
7.148;21;38.985.956;2.678.073;332.17;332.17;840.964;2.967;15.612;1.035;44.995;0.961;0.891
8.206;24;50.996.796;3.087.591;438.117;438.117;938.436;3.579;18.541;1.041;61.427;0.961;1.216
9.3;27;72.766.067;3.560.406;644.868;644.868;1.097.543;4.504;22.718;1.049;91.049;0.961;1.802
1.138;3;943.192;1.376.615;9.08;9.08;472.052;1.125;6.063;1.019;0.0;0.961;0.089
2.088;6;4.148.024;1.344.349;22.339;22.339;556.659;1.238;6.72;1.019;22.806;0.961;0.204
3.144;9;8.378.622;1.386.754;60.353;60.353;595.12;1.389;7.528;1.02;12.66;0.961;0.251
4.161;12;14.723.204;1.547.463;113.783;113.783;650.044;1.658;8.954;1.022;17.606;0.961;0.349
5.14;15;21.634.171;1924.32;175.313;175.313;718.627;2.08;11.133;1.026;25.712;0.961;0.509
6.175;18;29.791.666;2.307.433;246.283;246.283;786.699;2.503;13.281;1.03;34.963;0.961;0.692
7.148;21;38.985.538;2.678.074;332.224;332.224;839.927;2.967;15.595;1.035;44.914;0.961;0.889
8.206;24;50.996.924;3.087.595;438.13;438.13;937.401;3.578;18.52;1.041;61.33;0.961;1.214
9.3;27;72.767.004;3.560.411;645.053;645.053;1.096.653;4.503;22.691;1.049;90.944;0.961;1.8
1.138;3;1.349.919;1.389.877;9.861;9.861;483.398;1.143;6.158;1.019;0.0;0.961;0.102
2.088;6;3.958.789;1.344.947;22.445;22.445;550.131;1.232;6.676;1.019;22.383;0.961;0.196
3.144;9;8.378.662;1.386.755;60.354;60.354;594.306;1.389;7.52;1.02;12.626;0.961;0.25
4.161;12;14.723.284;1.547.464;113.786;113.786;649.161;1.658;8.945;1.022;17.563;0.961;0.348
5.14;15;21.634.338;1.924.322;175.268;175.268;717.651;2.08;11.122;1.026;25.656;0.961;0.508
6.175;18;29.791.952;2.307.416;246.205;246.205;785.59;2.503;13.267;1.03;34.891;0.961;0.691
7.148;21;38.985.076;2.678.076;332.116;332.116;838.893;2.966;15.577;1.035;44.832;0.961;0.888
8.206;24;50.996.939;3.087.598;438.126;438.126;936.368;3.577;18.498;1.041;61.233;0.961;1.212
9.3;27;72.768.185;3.560.411;644.758;644.758;1.095.767;4.502;22.664;1.049;90.839;0.961;1.798
1.138;3;1.633.156;1.397.314;10.306;10.306;491.292;1.155;6.218;1.019;0.0;0.961;0.112
2.088;6;3739.41;1.345.945;22.611;22.611;542.611;1.225;6.629;1.019;21.48;0.961;0.187
3.144;9;8378.77;1.386.755;60.355;60.355;593.495;1.389;7.513;1.02;12.593;0.961;0.249
4.161;12;14.723.301;1.547.464;113.789;113.789;648.279;1.658;8.936;1.022;17.521;0.961;0.347
5.14;15;21.634.418;1.924.324;175.268;175.268;716.676;2.079;11.11;1.026;25.6;0.961;0.507
6.175;18;29.792.277;2.307.402;246.275;246.275;784.484;2.503;13.253;1.03;34.818;0.961;0.689
7.148;21;38.984.718;2.678.075;332.119;332.119;837.862;2.965;15.56;1.035;44.751;0.961;0.886
8.206;24;50.996.832;3.087.598;437.993;437.993;935.338;3.576;18.477;1.041;61.137;0.961;1.21
